,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
13226,Pol Lirola,Sassuolo,Serie A,61,72,10,19,1,57,75,74,80,63,63,2,6000000,37000,High,2018
13227,S. Duffy,Brighton & Hove Albion,Premier League,47,72,11,25,1,60,46,74,79,69,44,2,6500000,38000,Medium,2018
13228,J. Drmić,Borussia Mönchengladbach,Bundesliga,71,34,10,24,2,62,71,74,79,72,65,3,7500000,31000,Medium,2018
13229,B. Dabo,AS Saint-Étienne,Ligue 1,71,73,9,25,1,69,73,74,79,77,69,3,7500000,31000,High,2018
13230,A. Soumaoro,LOSC Lille,Ligue 1,52,74,10,25,1,50,57,74,79,70,43,2,6500000,33000,Medium,2018
13231,N. Schulz,TSG 1899 Hoffenheim,Bundesliga,58,71,11,24,1,64,78,74,79,62,62,2,6500000,25000,Medium,2018
13232,T. Kalas,Fulham,Premier League,50,73,7,24,1,58,72,74,79,72,44,2,6500000,68000,Medium,2018
13233,B. Afobe,Bournemouth,Premier League,65,20,7,24,1,60,72,74,79,71,64,3,7500000,53000,High,2018
13234,O. Tannane,UD Las Palmas,La Liga,66,35,8,23,1,63,75,74,79,72,75,4,7500000,28000,Medium,2018
13235,J. Ikoko,En Avant de Guingamp,Ligue 1,54,77,10,23,1,56,75,74,79,59,58,2,6500000,18000,High,2018
13236,R. Centurión,Genoa,Serie A,64,40,7,24,1,59,84,74,79,63,72,4,7500000,28000,High,2018
13237,Ivan Cavaleiro,Wolverhampton Wanderers,Premier League,66,35,12,23,1,63,79,74,79,65,62,4,7500000,41000,High,2018
13238,Thiago Mendes,LOSC Lille,Ligue 1,64,72,11,25,1,69,76,74,79,73,69,2,6500000,33000,High,2018
13239,Chema Rodríguez,Levante UD,La Liga,59,74,11,25,1,55,66,74,79,69,48,2,6500000,20000,Medium,2018
13240,T. Touré,Angers SCO,Ligue 1,69,39,10,23,1,65,75,74,79,69,71,4,7500000,20000,High,2018
13241,G. Ferrari,Sampdoria,Serie A,34,79,10,25,1,46,52,74,79,56,36,2,6500000,40000,Medium,2018
13242,A. Masina,Bologna,Serie A,55,71,10,23,1,57,64,74,79,66,60,2,6500000,36000,Medium,2018
13243,C. Ninga,Montpellier HSC,Ligue 1,68,22,10,24,1,59,76,74,79,78,63,3,7500000,24000,High,2018
13244,J. Pavlenka,SV Werder Bremen,Bundesliga,17,10,72,25,1,18,43,74,79,32,14,1,5500000,19000,Medium,2018
13245,Juanpe,Girona FC,La Liga,45,75,10,26,1,54,46,74,78,59,44,2,6000000,21000,Low,2018
13246,F. Kainz,SV Werder Bremen,Bundesliga,59,29,11,24,1,50,80,74,78,65,68,4,7500000,23000,High,2018
13247,Joel Robles,Everton,Premier League,12,13,72,27,1,22,51,74,78,42,19,1,4900000,60000,Medium,2018
13248,A. Waris,FC Lorient,Ligue 1,68,34,3,25,1,67,84,74,78,82,61,2,7500000,9000,Medium,2018
13249,Ryder,Udinese,Serie A,69,24,8,24,1,56,74,74,78,71,68,3,7500000,25000,High,2018
13250,Rodrigo Ely,Deportivo Alavés,La Liga,35,74,10,23,1,45,67,74,78,65,37,2,6000000,18000,Medium,2018
13251,P. Max,FC Augsburg,Bundesliga,58,73,11,23,1,58,75,74,78,70,67,2,6000000,19000,Medium,2018
13252,M. Oikonomou,SPAL,Serie A,37,76,3,24,1,42,52,74,78,60,42,2,6000000,36000,Medium,2018
13253,F. Mubele,Stade Rennais FC,Ligue 1,59,16,10,23,1,59,91,74,78,70,52,2,7500000,22000,Medium,2018
13254,G. Maripán,Deportivo Alavés,La Liga,48,74,10,23,1,43,49,74,78,59,40,2,6000000,18000,Low,2018
13255,S. Johansen,Fulham,Premier League,66,61,10,26,1,68,71,74,77,71,73,3,7000000,42000,High,2018
13256,Nélson Oliveira,Norwich City,Premier League,69,34,7,25,1,64,68,74,77,74,61,3,7000000,37000,High,2018
13257,N. Rigoni,Chievo Verona,Serie A,60,63,9,26,1,65,60,74,77,71,70,3,7000000,17000,Medium,2018
13258,L. Sepe,Napoli,Serie A,17,16,71,26,1,20,49,74,77,38,18,1,4900000,38000,Medium,2018
13259,T. Usami,Fortuna Düsseldorf,Bundesliga,62,25,8,25,2,53,74,74,77,49,70,4,7000000,23000,Medium,2018
13260,Rafael,Napoli,Serie A,18,15,73,27,2,26,54,74,77,40,19,1,4700000,38000,Medium,2018
13261,F. Đuričić,Sampdoria,Serie A,64,34,9,25,1,58,75,74,77,65,73,4,7000000,31000,Medium,2018
13262,Diego Mariño,Real Sporting de Gijón,La Liga,21,15,72,27,1,25,53,74,77,40,19,1,4700000,9000,Medium,2018
13263,Carles Planas,Girona FC,La Liga,52,71,13,26,1,60,74,74,77,60,60,2,5500000,21000,Medium,2018
13264,T. Ince,Huddersfield Town,Premier League,58,22,10,25,1,55,78,74,77,64,72,4,7000000,46000,Medium,2018
13265,M. Leitner,FC Augsburg,Bundesliga,63,48,12,24,2,63,77,74,77,66,75,3,7000000,21000,Medium,2018
13266,L. Carole,Sevilla FC,La Liga,53,70,12,26,1,64,75,74,77,67,58,3,5500000,45000,High,2018
13267,A. Acquah,Torino,Serie A,62,78,7,25,1,70,78,74,77,75,65,2,7000000,37000,Medium,2018
13268,N. Kebano,Fulham,Premier League,68,24,14,25,1,60,80,74,77,70,71,4,7000000,44000,High,2018
13269,M. Wagué,Watford,Premier League,42,74,7,26,1,49,52,74,77,59,39,2,6000000,24000,Low,2018
13270,M. Dmitrović,SD Eibar,La Liga,26,17,77,25,1,19,42,74,77,41,17,1,5000000,14000,Medium,2018
13271,J. Rodwell,Sunderland,Premier League,71,70,11,26,2,69,66,74,76,74,66,3,6500000,12000,Medium,2018
13272,Raúl Fernández,Levante UD,La Liga,20,11,72,29,1,19,48,74,76,46,18,1,4600000,18000,Medium,2018
13273,Suk Hyun Jun,ESTAC Troyes,Ligue 1,66,28,8,26,2,60,60,74,76,76,66,3,7000000,15000,High,2018
13274,B. Dja Djédjé,Watford,Premier League,58,68,10,26,2,69,76,74,76,65,62,2,5500000,44000,High,2018
13275,A. Ba,Rayo Vallecano,La Liga,45,73,13,26,1,58,42,74,76,63,44,2,5500000,11000,Low,2018
13276,G. Sakai,Hamburger SV,Bundesliga,56,75,10,26,2,61,75,74,76,64,69,2,5500000,29000,Medium,2018
13277,A. Niane,ESTAC Troyes,Ligue 1,77,14,9,24,1,55,71,74,76,79,62,2,7000000,22000,Medium,2018
13278,M. Langerak,Levante UD,La Liga,20,16,70,28,2,22,49,74,75,39,19,1,4500000,18000,Medium,2018
13279,L. Mchedlidze,Empoli,Serie A,65,22,11,27,1,57,59,74,75,67,57,3,6500000,5000,Medium,2018
13280,A. Clayton,Middlesbrough,Premier League,58,70,11,28,1,70,69,74,75,70,69,2,5000000,18000,Low,2018
13281,Dani Pacheco,Getafe CF,La Liga,63,25,11,26,1,56,78,74,75,67,79,3,6500000,22000,High,2018
13282,D. Diekmeier,Hamburger SV,Bundesliga,52,73,9,27,2,61,68,74,75,66,61,2,5000000,29000,High,2018
13283,Diego Farías,Cagliari,Serie A,66,16,7,27,1,55,86,74,75,60,68,4,6500000,50000,High,2018
13284,S. Armenteros,Benevento,Serie A,70,28,15,27,1,55,69,74,75,72,71,3,6500000,30000,Medium,2018
13285,M. Samassa,ESTAC Troyes,Ligue 1,14,11,75,27,1,23,50,74,75,38,14,1,4400000,17000,Medium,2018
13286,D. Falcinelli,Sassuolo,Serie A,63,13,8,26,1,53,71,74,75,70,55,3,6500000,50000,High,2018
13287,F. Moubandje,Toulouse Football Club,Ligue 1,63,77,11,27,1,67,69,74,75,69,64,2,5000000,25000,High,2018
13288,Guerrero,CD Leganés,La Liga,68,32,11,26,1,64,69,74,75,68,62,3,6500000,25000,High,2018
13289,L. Traoré,Amiens SC,Ligue 1,63,23,11,27,2,62,54,74,75,70,49,3,6500000,34000,Medium,2018
13290,I. Nestorovski,Palermo,Serie A,62,27,13,27,1,52,71,74,75,74,57,3,6500000,6000,High,2018
13291,Deivid,Real Valladolid CF,La Liga,51,75,13,28,1,60,63,74,75,65,61,2,5000000,10000,Medium,2018
13292,Juankar,Málaga CF,La Liga,69,68,8,27,1,65,76,74,75,69,69,3,5000000,21000,Medium,2018
13293,Álex Martínez,Granada CF,La Liga,58,72,13,26,1,61,70,74,75,72,65,2,5500000,10000,High,2018
13294,D. Lezcano,FC Ingolstadt 04,Bundesliga,68,36,10,27,1,70,78,74,75,74,71,3,6500000,25000,High,2018
13295,David Simón,UD Las Palmas,La Liga,58,72,10,27,1,59,70,74,75,63,61,2,5000000,18000,High,2018
13296,A. Katai,Deportivo Alavés,La Liga,69,34,10,26,1,61,69,74,75,69,75,3,6500000,23000,Medium,2018
13297,Albentosa,Deportivo de La Coruña,La Liga,58,71,12,28,1,54,39,74,75,61,45,2,5000000,22000,Medium,2018
13298,Postigo,Levante UD,La Liga,50,75,10,28,1,50,58,74,75,64,44,2,5000000,22000,Low,2018
13299,G. Carrillo,AS Monaco,Ligue 1,64,29,9,26,1,63,63,74,75,73,56,2,6500000,34000,Medium,2018
13300,Eraso,CD Leganés,La Liga,66,56,11,27,1,70,64,74,75,72,65,2,6500000,23000,High,2018
13301,B. Nivet,ESTAC Troyes,Ligue 1,72,52,9,40,2,67,59,74,74,64,74,3,0,16000,Medium,2018
13302,C. Samba,Aston Villa,Premier League,54,73,9,33,2,59,38,74,74,51,39,2,2300000,32000,Medium,2018
13303,A. McGregor,Hull City,Premier League,18,12,72,35,2,29,52,74,74,42,22,1,1300000,6000,Medium,2018
13304,P. Crouch,Stoke City,Premier League,73,25,11,36,2,64,40,74,74,61,62,3,2000000,47000,Medium,2018
13305,Fernando Navarro,Deportivo de La Coruña,La Liga,59,79,9,35,2,60,64,74,74,67,66,2,1200000,15000,Medium,2018
13306,C. Bovo,Pescara,Serie A,44,75,10,34,2,57,51,74,74,73,70,2,1700000,5000,Medium,2018
13307,R. Cohade,FC Metz,Ligue 1,67,61,12,32,2,76,62,74,74,71,74,3,4400000,16000,High,2018
13308,R. Fanni,Olympique de Marseille,Ligue 1,56,70,13,35,2,62,62,74,74,69,63,2,1300000,18000,Medium,2018
13309,L. Pionnier,Montpellier HSC,Ligue 1,14,12,74,35,1,24,51,74,74,40,18,1,1300000,12000,Medium,2018
13310,M. Dawson,Hull City,Premier League,40,70,9,33,2,54,45,74,74,56,36,2,2300000,12000,Medium,2018
13311,M. Rensing,Fortuna Düsseldorf,Bundesliga,16,12,72,33,2,23,48,74,74,41,18,1,2800000,19000,Medium,2018
13312,G. Pandev,Genoa,Serie A,72,33,11,33,2,61,64,74,74,67,76,3,3500000,32000,Medium,2018
13313,D. Maietta,Bologna,Serie A,37,76,9,34,1,43,44,74,74,47,38,2,1700000,42000,Medium,2018
13314,Y. Jouffre,FC Metz,Ligue 1,68,30,11,32,2,66,69,74,74,62,78,3,4400000,16000,Low,2018
13315,M. López,Udinese,Serie A,71,17,11,33,2,60,46,74,74,62,64,2,3500000,28000,Medium,2018
13316,J. Morel,Olympique Lyonnais,Ligue 1,61,74,10,33,2,64,69,74,74,69,59,2,2200000,48000,High,2018
13317,D. Marshall,Hull City,Premier League,16,13,71,32,1,26,49,74,74,38,19,1,3200000,9000,Medium,2018
13318,Mikel Rico,Athletic Club de Bilbao,La Liga,59,70,10,32,1,71,65,74,74,71,64,3,4300000,22000,Medium,2018
13319,J. Drobný,SV Werder Bremen,Bundesliga,18,13,67,37,2,19,42,74,74,35,18,1,375000,13000,Medium,2018
13320,J. Puncheon,Crystal Palace,Premier League,66,61,13,31,1,69,71,74,74,69,75,3,4800000,48000,Medium,2018
13321,E. Barreto,Sampdoria,Serie A,65,69,12,32,2,70,67,74,74,66,74,3,4300000,33000,Medium,2018
13322,Àngel Rangel,Swansea City,Premier League,65,78,9,34,2,69,55,74,74,67,67,3,1600000,52000,Medium,2018
13323,C. Adam,Stoke City,Premier League,70,56,7,31,2,76,53,74,74,67,72,3,4800000,57000,Medium,2018
13324,M. Russ,Eintracht Frankfurt,Bundesliga,50,76,10,31,2,56,27,74,74,51,32,2,3800000,24000,Medium,2018
13325,D. Delaney,Crystal Palace,Premier League,47,72,10,35,1,58,37,74,74,61,44,2,1300000,32000,Medium,2018
13326,B. Watson,Watford,Premier League,68,68,9,31,2,69,60,74,74,70,76,2,3800000,44000,Low,2018
13327,D. Padelli,Inter,Serie A,13,14,72,31,2,17,44,74,74,34,16,1,3400000,38000,Medium,2018
13328,G. Whelan,Aston Villa,Premier League,65,73,13,33,2,68,57,74,74,64,70,3,2300000,32000,Medium,2018
13329,D. Congré,Montpellier HSC,Ligue 1,51,74,9,32,2,55,57,74,74,57,51,2,3200000,23000,Medium,2018
13330,G. Jourdren,AS Nancy Lorraine,Ligue 1,16,13,71,31,2,21,52,74,74,39,18,1,3400000,7000,Medium,2018
13331,J. Féret,Stade Malherbe Caen,Ligue 1,66,48,12,34,2,67,57,74,74,67,73,3,2700000,23000,High,2018
13332,S. Larsson,Hull City,Premier League,72,59,10,32,2,69,66,74,74,71,75,2,4300000,13000,Medium,2018
13333,D. Aogo,VfB Stuttgart,Bundesliga,65,73,11,30,2,70,69,74,74,72,74,2,4100000,22000,Medium,2018
13334,Bruno Gama,Deportivo de La Coruña,La Liga,66,39,11,29,1,61,72,74,74,63,77,3,5500000,23000,Medium,2018
13335,L. Ulloa,Leicester City,Premier League,69,40,11,30,1,62,54,74,74,74,63,2,5500000,62000,Medium,2018
13336,Bebé,SD Eibar,La Liga,66,23,9,26,1,61,71,74,74,76,69,3,6000000,20000,Medium,2018
13337,Y. Cahuzac,Toulouse Football Club,Ligue 1,56,70,13,32,1,69,60,74,74,65,62,2,3200000,25000,Medium,2018
13338,J. Sorbon,En Avant de Guingamp,Ligue 1,49,76,11,33,1,57,47,74,74,51,44,2,2300000,21000,Low,2018
13339,Z. Kuzmanović,Málaga CF,La Liga,65,69,9,29,2,70,52,74,74,73,71,3,5500000,36000,Medium,2018
13340,B. Dramé,Atalanta,Serie A,59,74,6,31,2,62,75,74,74,73,64,2,3700000,24000,High,2018
13341,S. Gakpé,Amiens SC,Ligue 1,68,22,12,30,2,55,82,74,74,70,65,3,5500000,19000,High,2018
13342,M. Richards,Aston Villa,Premier League,57,70,12,29,2,62,66,74,74,60,51,2,4400000,34000,Medium,2018
13343,W. Hennessey,Crystal Palace,Premier League,11,15,74,30,2,26,48,74,74,36,11,1,3600000,36000,Medium,2018
13344,David Rodríguez,CA Osasuna,La Liga,67,27,10,31,1,59,74,74,74,76,58,3,5000000,12000,Medium,2018
13345,N. Taylor,Aston Villa,Premier League,52,74,13,28,2,61,71,74,74,62,62,2,4400000,34000,Medium,2018
13346,C. Chantôme,Racing Club de Lens,Ligue 1,68,56,11,29,2,64,61,74,74,69,72,2,5500000,24000,High,2018
13347,R. Brégerie,FC Ingolstadt 04,Bundesliga,46,73,11,30,1,58,52,74,74,57,55,2,4200000,21000,Medium,2018
13348,A. Costa,Benevento,Serie A,44,76,9,31,1,51,66,74,74,64,52,2,3800000,25000,Medium,2018
13349,Sergio Sánchez,RCD Espanyol,La Liga,58,71,11,31,1,62,65,74,74,66,47,2,3800000,37000,Medium,2018
13350,F. Peluso,Sassuolo,Serie A,56,80,5,33,2,56,59,74,74,69,59,2,2200000,42000,Medium,2018
13351,M. Heller,FC Augsburg,Bundesliga,67,25,12,31,2,51,83,74,74,64,63,3,4900000,24000,High,2018
13352,M. Jedinák,Aston Villa,Premier League,63,73,13,32,1,71,55,74,74,72,64,2,3200000,32000,Medium,2018
13353,D. Stephens,Brighton & Hove Albion,Premier League,68,71,11,28,1,66,65,74,74,76,67,2,5500000,46000,Medium,2018
13354,C. Beauvue,CD Leganés,La Liga,76,34,13,29,1,60,71,74,74,65,67,3,5500000,25000,Medium,2018
13355,Víctor Díaz,Granada CF,La Liga,62,71,11,29,1,61,65,74,74,74,60,2,4300000,11000,Medium,2018
13356,J. Hogg,Huddersfield Town,Premier League,61,71,10,28,1,63,67,74,74,70,58,3,4600000,42000,Medium,2018
13357,Y. Mollo,Fulham,Premier League,66,27,10,27,2,60,79,74,74,75,73,4,6000000,42000,High,2018
13358,M. Dossevi,FC Metz,Ligue 1,64,30,12,29,1,59,75,74,74,65,70,3,5500000,18000,High,2018
13359,V. Bessat,Stade Malherbe Caen,Ligue 1,65,71,10,31,1,62,73,74,74,69,67,3,4900000,23000,High,2018
13360,Lora,Real Sporting de Gijón,La Liga,61,72,12,30,1,61,78,74,74,70,60,2,4100000,11000,High,2018
13361,Kiko Olivas,Real Valladolid CF,La Liga,57,74,10,28,1,58,48,74,74,67,47,2,4600000,10000,Medium,2018
13362,A. Adomah,Aston Villa,Premier League,63,33,1,29,1,63,75,74,74,70,65,4,5500000,37000,Medium,2018
13363,A. Barnes,Burnley,Premier League,71,39,9,27,1,67,69,74,74,78,65,2,6000000,53000,High,2018
13364,S. Privat,En Avant de Guingamp,Ligue 1,66,20,11,27,1,55,62,74,74,71,61,2,6000000,25000,Medium,2018
13365,R. Gestede,Middlesbrough,Premier League,64,26,9,28,1,56,60,74,74,77,59,2,6000000,21000,Medium,2018
13366,F. Sammaritano,Dijon FCO,Ligue 1,61,16,10,31,1,61,79,74,74,55,74,3,4900000,19000,High,2018
13367,F. Ayité,Fulham,Premier League,67,21,11,28,1,54,79,74,74,64,70,4,5500000,44000,High,2018
13368,F. Cacciatore,Chievo Verona,Serie A,58,76,9,30,1,58,72,74,74,72,55,2,4100000,16000,Medium,2018
13369,K. Großkreutz,SV Darmstadt 98,Bundesliga,64,71,10,28,2,67,67,74,74,63,67,2,5500000,25000,High,2018
13370,M. Sau,Cagliari,Serie A,69,20,3,29,2,57,89,74,74,66,72,3,5500000,52000,High,2018
13371,A. Costa,UD Almería,La Liga,68,66,11,32,2,71,68,74,74,67,75,3,4300000,11000,Medium,2018
13372,Alex Bergantiños,Real Sporting de Gijón,La Liga,52,71,11,32,1,67,60,74,74,68,60,2,3200000,21000,Medium,2018
13373,Fidel,UD Almería,La Liga,62,25,11,27,1,63,78,74,74,68,68,3,6000000,11000,High,2018
13374,G. Angella,Udinese,Serie A,51,75,12,28,1,57,38,74,74,58,47,2,4600000,25000,Medium,2018
13375,Jaime Romero,Córdoba CF,La Liga,64,32,10,26,1,58,79,74,74,71,68,3,6000000,12000,High,2018
13376,Da Costa,Bologna,Serie A,15,17,72,33,1,22,46,74,74,36,17,1,2800000,34000,Medium,2018
13377,V. Manceau,Angers SCO,Ligue 1,65,77,12,27,1,66,60,74,74,68,68,2,4600000,21000,Medium,2018
13378,José Ángel,SD Eibar,La Liga,57,72,12,27,1,60,71,74,74,66,67,3,4600000,18000,High,2018
13379,Oier,CA Osasuna,La Liga,62,70,6,31,1,71,72,74,74,70,61,2,3800000,10000,Medium,2018
13380,Míchel,Real Valladolid CF,La Liga,66,45,10,28,1,66,65,74,74,62,74,3,5500000,11000,Medium,2018
13381,J. Schieber,Hertha BSC,Bundesliga,69,22,11,28,2,59,60,74,74,74,58,2,6000000,30000,High,2018
13382,P. Lasne,Montpellier HSC,Ligue 1,69,68,7,28,1,68,68,74,74,73,70,3,5500000,26000,Medium,2018
13383,Rômulo,Hellas Verona,Serie A,64,70,8,30,1,69,71,74,74,70,70,3,5000000,26000,Medium,2018
13384,A. Ragusa,Sassuolo,Serie A,67,27,11,27,1,57,80,74,74,68,65,3,6000000,50000,High,2018
13385,Raul García,CD Leganés,La Liga,64,73,10,28,1,67,74,74,74,73,69,2,4400000,22000,High,2018
13386,J. McClean,West Bromwich Albion,Premier League,67,58,13,28,2,68,75,74,74,71,70,4,5500000,60000,High,2018
13387,V. Pajot,AS Saint-Étienne,Ligue 1,63,72,12,26,1,70,70,74,74,69,65,3,6000000,33000,Medium,2018
13388,Arbilla,SD Eibar,La Liga,61,77,11,30,1,65,66,74,74,77,67,2,4100000,18000,Medium,2018
13389,Diego,Stade de Reims,Ligue 1,68,44,10,29,2,62,74,74,74,67,75,4,5500000,11000,Medium,2018
13390,J. Schmid,FC Augsburg,Bundesliga,65,61,9,27,2,68,74,74,74,71,72,3,6000000,24000,Medium,2018
13391,M. Ostrzolek,Hannover 96,Bundesliga,57,76,11,27,2,62,75,74,74,63,62,2,4600000,33000,Medium,2018
13392,D. Suárez,Getafe CF,La Liga,63,72,11,29,1,65,75,74,74,77,65,2,4300000,22000,High,2018
13393,Ewerton,1. FC Nürnberg,Bundesliga,53,72,10,28,2,54,60,74,74,60,52,2,4600000,13000,Medium,2018
13394,I. Santini,Stade Malherbe Caen,Ligue 1,68,29,11,28,1,66,46,74,74,80,53,2,6000000,26000,High,2018
13395,P. Capelle,Angers SCO,Ligue 1,70,70,12,30,1,70,73,74,74,68,75,3,5000000,23000,High,2018
13396,L. Depoitre,Huddersfield Town,Premier League,67,33,10,28,1,62,50,74,74,75,53,2,6000000,50000,High,2018
13397,D. Kreilach,1. FC Union Berlin,Bundesliga,63,64,10,28,1,65,64,74,74,84,72,2,5500000,32000,Medium,2018
13398,K. Havertz,Bayer 04 Leverkusen,Bundesliga,66,39,9,18,1,55,76,73,88,61,66,4,8000000,25000,Medium,2018
13399,K. Amian Adou,Toulouse Football Club,Ligue 1,60,78,10,19,1,66,74,73,86,64,60,2,6500000,13000,Medium,2018
13400,T. Abraham,Swansea City,Premier League,58,18,10,19,1,53,71,73,86,71,54,2,7500000,56000,Medium,2018
13401,S. Ascacibar,VfB Stuttgart,Bundesliga,53,76,8,20,1,58,75,73,86,72,56,2,7000000,17000,Medium,2018
13402,Adama,Middlesbrough,Premier League,55,19,10,21,1,46,82,73,85,69,63,4,7000000,15000,High,2018
13403,T. Davies,Everton,Premier League,67,60,11,19,1,65,75,73,85,74,69,3,7000000,46000,Medium,2018
13404,Richarlison,Watford,Premier League,67,20,10,20,1,60,76,73,85,70,54,3,7000000,38000,High,2018
13405,I. Sarr,Stade Rennais FC,Ligue 1,68,27,9,19,1,51,84,73,85,61,64,3,7000000,13000,High,2018
13406,Douglas Luiz,Girona FC,La Liga,63,72,9,19,1,62,76,73,85,72,68,3,7000000,52000,Medium,2018
13407,A. Mawson,Swansea City,Premier League,52,73,12,23,1,45,52,73,84,60,42,2,6000000,45000,Medium,2018
13408,Marín,Villarreal CF,La Liga,56,71,10,20,1,58,69,73,84,64,59,2,6000000,20000,Medium,2018
13409,L. Blas,En Avant de Guingamp,Ligue 1,72,60,12,19,1,63,72,73,84,63,72,2,6500000,13000,High,2018
13410,A. Tuanzebe,Manchester United,Premier League,54,77,8,19,1,63,71,73,84,60,58,2,6000000,44000,Medium,2018
13411,D. Gray,Leicester City,Premier League,57,21,10,21,1,48,83,73,83,68,70,3,6500000,45000,Medium,2018
13412,Gabriel Boschilia,AS Monaco,Ligue 1,60,48,9,21,1,52,73,73,83,60,74,3,6500000,24000,Medium,2018
13413,I. Success,Watford,Premier League,65,26,11,21,1,53,71,73,83,74,64,3,6500000,38000,Medium,2018
13414,Diego González,Málaga CF,La Liga,49,75,8,22,1,52,59,73,83,57,47,2,5500000,18000,Medium,2018
13415,D. Calabria,Milan,Serie A,62,76,11,20,1,54,79,73,83,63,69,2,5500000,51000,Medium,2018
13416,W. Anton,Hannover 96,Bundesliga,52,76,12,20,1,63,60,73,83,61,52,2,5500000,25000,Medium,2018
13417,V. Jovanović,FC Girondins de Bordeaux,Ligue 1,60,80,9,21,1,67,64,73,83,61,54,2,5500000,26000,High,2018
13418,J. Grealish,Aston Villa,Premier League,59,29,10,21,1,55,74,73,82,56,70,4,6000000,27000,Medium,2018
13419,L. Augustinsson,SV Werder Bremen,Bundesliga,60,72,11,23,1,66,75,73,82,70,75,2,5500000,21000,High,2018
13420,J. Correa,Sevilla FC,La Liga,66,30,8,22,1,54,68,73,82,60,71,4,6000000,14000,Medium,2018
13421,A. Petagna,Atalanta,Serie A,66,15,3,22,1,56,59,73,82,70,53,2,6000000,25000,Medium,2018
13422,Marlon Santos,OGC Nice,Ligue 1,50,72,12,21,1,57,58,73,82,60,60,2,5500000,76000,Medium,2018
13423,Ailton,VfB Stuttgart,Bundesliga,58,70,9,22,1,65,77,73,82,76,66,2,5500000,19000,High,2018
13424,M. Veljković,SV Werder Bremen,Bundesliga,46,74,11,21,1,52,60,73,82,56,49,2,5500000,19000,Medium,2018
13425,F. Guilbert,Stade Malherbe Caen,Ligue 1,57,74,11,22,1,58,66,73,82,66,58,2,5500000,18000,High,2018
13426,Luiz Araújo,LOSC Lille,Ligue 1,62,43,9,21,1,56,80,73,82,56,68,3,6000000,33000,High,2018
13427,A. Gomis,SPAL,Serie A,17,11,72,23,1,25,52,73,81,42,19,1,4400000,24000,Medium,2018
13428,F. Di Francesco,Bologna,Serie A,62,28,8,23,1,53,75,73,81,62,73,3,6000000,44000,Medium,2018
13429,Jason,Levante UD,La Liga,65,26,10,22,1,56,75,73,81,69,67,3,6000000,20000,Medium,2018
13430,M. Cornet,Olympique Lyonnais,Ligue 1,68,32,11,20,1,59,79,73,81,73,61,3,6000000,45000,High,2018
13431,S. Perica,Udinese,Serie A,63,19,12,21,1,56,61,73,81,68,52,2,6000000,23000,Medium,2018
13432,E. Ofori,VfB Stuttgart,Bundesliga,56,66,10,22,1,66,77,73,81,67,67,2,6000000,21000,Medium,2018
13433,O. Duda,Hertha BSC,Bundesliga,62,32,13,22,1,56,70,73,81,57,70,4,6000000,23000,Medium,2018
13434,David Soria,Sevilla FC,La Liga,19,13,70,24,1,24,47,73,81,50,20,1,4400000,10000,Medium,2018
13435,Alex Berenguer,Torino,Serie A,60,68,11,21,1,67,81,73,81,66,60,3,5000000,27000,High,2018
13436,A. Touré,AS Monaco,Ligue 1,59,72,10,21,1,57,63,73,81,62,60,2,5000000,22000,Medium,2018
13437,Bernardo,RB Leipzig,Bundesliga,50,76,13,22,1,58,69,73,81,69,54,2,5000000,40000,Medium,2018
13438,Xeka,Dijon FCO,Ligue 1,55,63,6,22,1,65,56,73,81,73,74,2,6000000,33000,Medium,2018
13439,E. Bardhi,Levante UD,La Liga,67,35,10,21,1,59,73,73,81,64,77,3,6000000,18000,High,2018
13440,M. Gómez,RC Celta,La Liga,66,20,9,20,1,51,62,73,81,69,62,3,6000000,20000,Medium,2018
13441,B. Gibson,Middlesbrough,Premier League,41,75,12,24,1,41,62,73,80,56,40,2,4800000,15000,Medium,2018
13442,G. Caprari,Sampdoria,Serie A,64,13,9,23,2,48,84,73,80,59,71,4,5500000,31000,Medium,2018
13443,J. Lascelles,Newcastle United,Premier League,48,75,11,23,1,43,61,73,80,59,42,2,4800000,45000,Medium,2018
13444,C. Taylor,Burnley,Premier League,60,71,10,23,1,68,75,73,80,69,66,2,4700000,38000,High,2018
13445,E. Krafth,Bologna,Serie A,57,77,11,22,1,61,72,73,80,68,65,2,4700000,36000,High,2018
13446,R. Fraser,Bournemouth,Premier League,55,44,12,23,1,60,85,73,80,59,68,3,5500000,49000,High,2018
13447,Sergi Samper,UD Las Palmas,La Liga,53,66,10,22,1,63,57,73,80,59,65,2,4800000,85000,Medium,2018
13448,Edgar Ié,LOSC Lille,Ligue 1,55,75,9,23,1,57,71,73,80,71,61,2,4800000,30000,Low,2018
13449,R. Durmisi,Real Betis,La Liga,63,67,8,23,1,65,80,73,80,76,70,4,4700000,18000,High,2018
13450,D. Yedlin,Newcastle United,Premier League,61,71,10,23,1,63,83,73,80,71,58,3,4700000,45000,High,2018
13451,Samir,Udinese,Serie A,49,76,12,22,1,54,57,73,80,59,44,2,4700000,20000,Medium,2018
